1654227900021853892,126,205,5000,400,500
1654227900021862044,126,205,7500,400,500
1654227900021864124,54,0,0,10530,2800
1654227900021866056,136,0,0,1880,2800
1654227900021871480,130,0,0,740,500
1654227900021876416,140,1510,900,0,0
1654227900021881080,62,1020,19600,0,0
1654227900021882812,126,205,10000,400,500
1654227900021887068,63,205,7500,0,0
1654227900021887672,139,1210,900,0,0
1654227900021892124,54,0,0,10530,3000
1654227900021892292,126,205,10000,400,1000
1654227900021897488,164,3505,500,73965,1800
1654227900021897700,62,1020,22400,0,0
1654227900021902584,126,205,10000,400,1500
1654227900021904476,49,18330,300,0,0
1654227900021906732,163,160,500,68965,1800
1654227900021910120,63,205,10000,0,0
1654227900021913452,55,0,0,9045,2800
1654227900021918464,126,205,12500,400,1500
1654227900021919864,62,1020,25200,0,0
1654227900021923208,126,205,15000,400,1500
1654227900021925820,63,205,12500,0,0
1654227900021927480,149,7020,2700,0,0
1654227900021932056,162,10,2000,63965,1800
1654227900021935788,62,1020,28000,0,0
1654227900021937772,148,5730,2700,0,0
1654227900021942504,62,1020,30800,0,0
1654227900021947824,55,0,0,9045,3000
1654227900021949280,138,1110,900,0,0
1654227900021953280,62,1020,33600,0,0
1654227900021955676,126,205,17500,400,1500
1654227900021959304,146,3560,900,8990,100
1654227900021963844,161,190,2000,59365,1800
1654227900021965016,62,1020,36400,0,0
1654227900021970168,147,4160,900,0,0
1654227900021975792,63,205,15000,0,0
1654227900021976340,122,0,0,250,500
1654227900021980952,63,205,17500,0,0
1654227900021985552,160,2005,500,54865,1800
1654227900021986008,45,22500,250,0,0
1654227900021990104,126,205,20000,400,1500
1654227900021992568,45,22500,450,0,0
1654227900021996584,122,0,0,250,1000
1654227900021997880,45,22500,600,0,0
1654227900022002868,136,0,0,1880,5600
1654227900022005120,45,22500,750,0,0
1654227900022008708,122,0,0,250,1500
1654227900022010584,63,205,20000,0,0
1654227900022014320,136,0,0,1880,8400
1654227900022015276,59,0,0,4990,2500
1654227900022018592,136,0,0,1880,10000
1654227900022027268,62,1020,39200,0,0
1654227900022032056,53,7500,500,0,0
1654227900022037180,62,1020,42000,0,0
1654227900022039368,159,1005,1000,51465,1800
1654227900022041916,62,1020,44800,0,0
1654227900022047468,62,1020,47600,0,0
1654227900022049600,146,4525,1800,8990,100
1654227900022054232,55,0,0,8100,2800
1654227900022059652,62,1020,50400,0,0
1654227900022061240,158,20,1000,46265,1800
1654227900022065016,157,30,1000,41965,1800
1654227900022067336,55,0,0,8100,3000
1654227900022071660,45,22500,900,0,0
1654227900022075160,62,1020,53200,0,0
1654227900022080540,45,28200,2800,0,0
1654227900022086980,56,0,0,7020,2800
1654227900022096144,155,30,1000,34465,1800
1654227900022098268,56,0,0,7020,3000
1654227900022115896,46,24100,2800,0,0
1654227900022121852,56,0,0,6660,2800
1654227900022132888,56,0,0,6660,3000
1654227900022137660,123,0,0,280,650
1654227900022147756,130,0,0,550,200
1654227900022149704,47,21300,2800,0,0
1654227900022152076,144,3330,1800,0,0
1654227900022154452,55,5130,500,8100,3000
1654227900022165708,48,18300,2800,0,0
1654227900022175704,62,1020,56000,0,0
1654227900022181996,62,1020,58800,0,0
1654227900022188776,62,1020,61600,0,0
1654227900022193736,53,7800,500,0,0
1654227900022198328,50,13100,2800,0,0
1654227900022199356,148,5730,2700,14220,500
1654227900022204008,62,1020,64400,0,0
1654227900022205976,144,3520,1800,0,0
1654227900022215240,62,1020,67200,0,0
1654227900022227136,62,1020,70000,0,0
1654227900022231636,148,5730,2700,14220,1000
1654227900022233088,148,5730,2700,14220,1500
1654227900022233172,62,1020,72800,0,0
1654227900022233264,148,5730,2700,14220,2000
1654227900022238680,51,11300,2800,0,0
1654227900022242844,85,0,0,260,2500
1654227900022249440,56,0,0,6300,2800
1654227900022249524,132,0,0,770,1000
1654227900022249604,131,0,0,635,200
1654227900022252904,134,0,0,1120,1000
1654227900022254508,52,9200,2800,0,0
1654227900022257784,131,0,0,615,100
1654227900022260460,56,0,0,6300,3000
1654227900022264672,85,0,0,260,5000
1654227900022269516,140,1510,900,2970,100
1654227900022276532,85,0,0,260,7500
1654227900022279780,131,0,0,590,100
1654227900022284728,146,5040,2800,8990,100
1654227900022290940,128,55,1000,0,0
1654227900022295120,85,0,0,260,10000
1654227900022295960,146,5040,3000,8990,100
1654227900022301380,131,0,0,580,100
1654227900022302312,58,0,0,4500,2800
1654227900022307624,58,0,0,4500,3000
1654227900022317644,58,0,0,4050,2800
1654227900022334048,62,1020,75000,0,0
1654227900022339412,126,205,20000,340,700
1654227900022340096,54,6200,2800,10530,3000
1654227900022344928,61,1135,2800,0,0
1654227900022350592,58,0,0,4050,3000
1654227900022351552,129,55,1000,0,0
1654227900022355800,130,55,1000,550,200
1654227900022356108,61,1135,5600,0,0
1654227900022372060,61,1135,7500,0,0
1654227900022376624,61,1235,2800,0,0
1654227900022382520,131,65,1000,580,100
1654227900022384392,61,1235,5600,0,0
1654227900022393416,61,1235,7500,0,0
1654227900022393580,132,65,1000,770,1000
1654227900022405452,65,150,2500,0,0
1654227900022409964,65,150,2500,790,1000
1654227900022410428,144,3520,1800,6735,500
1654227900022421056,65,150,4000,790,1000
1654227900022422112,155,17600,2800,34465,1800
1654227900022432628,146,5400,2800,8990,100
1654227900022433044,57,3025,2000,0,0
1654227900022436952,146,5400,3000,8990,100
1654227900022439212,55,6365,2800,8100,3000
1654227900022448496,147,6030,2800,0,0
1654227900022449456,55,6365,3000,8100,3000
1654227900022459628,147,6030,3000,0,0
1654227900022460276,0,1670605,1000,1679000,500
1654227900022460948,51,11300,2800,23900,50
1654227900022463912,147,6030,5800,0,0
1654227900022475592,133,165,1000,0,0
1654227900022485956,133,165,1000,1040,100
1654227900022487976,50,13100,2800,22870,1800
1654227900022491440,147,6030,6000,0,0
1654227900022497668,134,235,1000,1120,1000
1654227900022502292,137,300,200,0,0
1654227900022507540,133,165,1000,950,100
1654227900022518200,135,265,1000,0,0
1654227900022529556,136,285,1000,1880,10000
1654227900022534060,145,4500,2800,0,0
1654227900022540344,137,325,1000,0,0
1654227900022544756,51,11300,2800,19800,1800
1654227900022546076,145,4500,3000,0,0
1654227900022549316,52,9200,2800,16930,1800
1654227900022552032,137,325,1000,2785,1800
1654227900022561820,53,7800,500,14490,1800
1654227900022572268,142,2210,900,5900,900
1654227900022572396,65,250,2000,790,1000
1654227900022578272,35,67665,1800,99000,2800
1654227900022582200,15,167565,1800,230000,2800
1654227900022584188,137,325,1000,2785,3600
1654227900022587360,0,1672605,1000,1679000,500
1654227900022599880,133,165,1000,930,100
1654227900022601964,0,1672605,1000,1679000,600
1654227900022610632,5,150000,2800,280000,2800
1654227900022611944,132,65,1000,770,1600
1654227900022616788,65,310,2000,790,1000
1654227900022616960,138,1110,900,3225,1800
1654227900022623308,132,65,1000,760,500
1654227900022628208,142,2210,900,5380,1000
1654227900022628348,64,105,2800,0,0
1654227900022633088,64,105,5000,0,0
1654227900022638500,138,1110,900,3225,3600
1654227900022639636,64,120,2800,0,0
1654227900022642140,0,1675000,300,1679000,600
1654227900022643668,57,3025,3000,0,0
1654227900022644948,145,4500,5800,0,0
1654227900022648616,145,4500,6000,0,0
1654227900022655884,139,1210,900,3785,1800
1654227900022661464,67,0,0,790,200
1654227900022664788,143,3060,2800,0,0
1654227900022670540,143,3060,3000,0,0
1654227900022672276,64,120,5000,0,0
1654227900022686780,146,5400,3000,8900,900
1654227900022693076,143,3330,2800,0,0
1654227900022694296,45,28200,2800,44400,2800
1654227900022696252,143,3330,3000,0,0
1654227900022704068,139,1210,900,3785,3600
1654227900022715320,0,1675015,300,1679000,600
1654227900022716356,46,24100,2800,39000,2800
1654227900022723608,47,21300,2800,34800,2800
1654227900022734876,48,18300,2800,31000,2800
1654227900022744040,152,11700,2700,22500,1800
1654227900022744968,49,18330,300,28000,2800
1654227900022757500,132,300,1500,760,500
1654227900022766592,151,10170,2700,19800,1800
1654227900022768984,57,3400,1000,0,0
1654227900022773784,0,1675500,300,1679000,600
1654227900022780988,64,270,1500,0,0
1654227900022784436,150,8520,2700,17190,1800
1654227900022786508,60,220,2800,0,0
1654227900022786772,141,1860,900,5665,1800
1654227900022790364,0,1675500,600,1679000,600
1654227900022791208,60,220,5000,0,0
1654227900022796972,59,320,2800,4990,2500
1654227900022800072,133,165,1000,970,100
1654227900022800668,0,1675500,900,1679000,600
1654227900022803232,63,340,1500,0,0
1654227900022813804,59,320,5000,4990,2500
1654227900022826432,149,7020,2700,14940,1800
1654227900022835584,148,5730,2700,12970,450
1654227900022839816,53,7800,500,14400,2800
1654227900022841640,156,22230,2700,38000,50
1654227900022850240,57,3600,1000,0,0
1654227900022857692,156,22230,2700,38000,100
1654227900022861644,60,650,1500,0,0
1654227900022863292,141,1860,900,5665,3600
1654227900022872916,58,420,2800,4050,3000
1654227900022878320,58,420,5000,4050,3000
1654227900022883504,0,1676150,50,1679000,600
1654227900022888660,143,3330,3000,7725,1800
1654227900022896340,101,0,0,150,1500
1654227900022900400,95,0,0,150,1500
1654227900022905976,59,730,1500,4990,2500
1654227900022912008,59,730,1500,4000,500
1654227900022915284,133,400,1500,970,100
1654227900022924900,143,3330,3000,7725,3600
1654227900022928348,56,620,2800,6300,3000
1654227900022930180,170,0,0,103665,1800
1654227900022934500,56,620,5000,6300,3000
1654227900022942716,169,0,0,98465,1800
1654227900022962288,168,0,0,93465,1800
1654227900022968792,56,3000,500,6300,3000
1654227900022972844,56,3300,500,6300,3000
1654227900022977728,61,1235,7500,1940,150
1654227900022979000,167,0,0,88800,1800
1654227900022983336,166,11850,500,83665,1800
1654227900022983640,56,3600,500,6300,3000
1654227900022987968,165,10005,500,78600,3600
1654227900023000472,164,3505,500,73965,3600
1654227900023005716,56,4000,500,6300,3000
1654227900023010240,131,105,200,580,100
1654227900023015796,145,4500,6000,10425,1800
1654227900023016540,62,1020,75000,1800,250
1654227900023027752,61,1235,7500,1800,500
1654227900023033492,145,4500,6000,10425,3600
1654227900023044276,63,340,1500,1440,150
1654227900023052656,134,500,1500,1120,1000
1654227900023055928,50,13520,500,22870,1800
1654227900023061276,51,12025,500,19800,1800
1654227900023097920,49,18330,400,28000,2800
1654227900023120064,130,105,200,550,200
1654227900023125688,163,160,500,68965,3600
1654227900023139252,129,105,200,0,0
1654227900023144896,147,6030,6000,14225,1800
1654227900023149876,147,6030,6000,14225,3600
1654227900023218088,135,600,1500,0,0
1654227900023224980,159,1005,1000,49965,1800
1654227900023229328,135,600,3000,0,0
1654227900023234300,15,167565,3600,230000,2800
1654227900023241592,158,20,1000,45965,1800
1654227900023245224,16,162565,1800,0,0
1654227900023257220,17,157565,3600,0,0
1654227900023258180,157,30,1000,41465,1800
1654227900023263128,18,152565,1800,0,0
1654227900023268456,19,147565,3600,0,0
1654227900023274324,20,142565,3300,0,0
1654227900023277396,148,5730,2700,11900,1800
1654227900023282756,156,22230,2700,37665,1800
1654227900023285704,21,137565,3600,0,0
1654227900023287480,155,17600,2800,33965,1800
1654227900023295408,22,132565,3600,0,0
1654227900023300188,23,127565,3600,0,0
1654227900023304984,24,122565,3600,0,0
1654227900023316716,128,105,200,0,0
1654227900023320880,127,105,200,0,0
1654227900023322348,25,117565,3600,0,0
1654227900023326940,134,500,3000,1120,1000
1654227900023330024,26,112565,3600,0,0
1654227900023334764,27,107565,3600,0,0
1654227900023340636,28,102665,1800,0,0
1654227900023344564,133,485,1500,970,100
1654227900023349552,29,97665,1800,0,0
1654227900023356828,30,92665,3600,0,0
1654227900023361624,31,87665,3600,0,0
1654227900023366488,32,82665,3600,0,0
1654227900023373844,153,13590,2700,27365,5600
1654227900023383828,55,6365,3000,7440,50
1654227900023388372,33,77665,3600,0,0
1654227900023394124,34,72665,3600,0,0
1654227900023404136,132,420,1500,760,500
1654227900023404956,35,68065,1800,99000,2800
1654227900023412780,36,63365,1800,0,0
1654227900023423836,66,55,200,0,0
1654227900023428436,85,0,0,180,2800
1654227900023440820,67,55,200,790,200
1654227900023452060,131,400,1500,580,100
1654227900023455580,37,58665,1800,0,0
1654227900023463560,38,54065,1800,0,0
1654227900023468728,125,105,200,0,0
1654227900023469064,39,50065,1800,0,0
1654227900023473640,130,335,1500,550,200
1654227900023474600,40,45265,1800,0,0
1654227900023481588,41,41165,1800,0,0
1654227900023486000,68,55,200,0,0
1654227900023499016,42,37065,1800,0,0
1654227900023503892,43,33300,1800,0,0
1654227900023508044,129,270,1500,0,0
1654227900023509696,44,30065,1800,0,0
1654227900023519688,70,55,200,0,0
1654227900023525300,71,55,200,0,0
1654227900023527088,128,240,1500,0,0
1654227900023537272,136,1000,1500,1880,10000
1654227900023568700,72,55,200,0,0
1654227900023574444,73,55,200,0,0
1654227900023584876,147,6030,6000,12000,2800
1654227900023591596,52,9365,1800,16930,1800
1654227900023604572,74,55,200,0,0
1654227900023609092,75,55,200,225,500
1654227900023625776,149,7020,2700,14900,2800
1654227900023627208,53,7800,500,14395,1700
1654227900023638164,147,6030,6000,11465,2800
1654227900023639200,53,7800,500,11400,100
1654227900023649848,145,4500,6000,8365,2800
1654227900023660744,49,18330,400,27995,1700
1654227900023675388,124,105,200,295,500
1654227900023675696,48,18300,2800,30995,1700
1654227900023685276,71,55,200,390,2800
1654227900023688100,123,105,200,280,650
1654227900023690076,57,3600,1000,5400,100
1654227900023696368,57,4000,50,5400,100
1654227900023713052,151,10170,2700,19700,2800
1654227900023714824,47,21300,2800,34795,1700
1654227900023717036,143,3330,3000,6465,2800
1654227900023720688,46,24100,2800,38995,1700
1654227900023725240,45,28200,2800,44395,1700
1654227900023731184,47,21300,2800,30000,50
1654227900023738380,59,1510,1000,4000,500
1654227900023743776,64,315,1800,0,0
1654227900023749232,5,150000,2800,279995,1700
1654227900023755776,59,1610,2500,4000,500
1654227900023761880,15,167565,3600,229995,1700
1654227900023769584,141,1860,900,4565,2800
1654227900023771940,35,68065,1800,98995,1700
1654227900023785868,153,13590,2700,27000,2800
1654227900023789836,64,315,3600,0,0
1654227900023796852,59,1610,5000,4000,500
1654227900023803824,137,325,1000,2480,700
1654227900023820572,129,270,1500,570,500
1654227900023837016,59,1610,7500,4000,500
1654227900023843808,65,310,2000,550,1200
1654227900023845388,139,1210,900,3265,2800
1654227900023849968,67,55,200,400,1200
1654227900023859144,138,1110,900,2865,2800
1654227900023861796,71,55,200,350,1200
1654227900023877980,50,13520,500,22700,1000
1654227900023884276,137,325,1000,2365,2800
1654227900023884924,49,18330,400,27700,1000
1654227900023903976,137,760,900,2365,2800
1654227900023908516,122,55,200,250,1500
1654227900023909592,59,1610,10000,4000,500
1654227900023927896,121,55,200,0,0
1654227900023934624,60,650,1500,2990,100
1654227900023945648,66,55,200,2985,1800
1654227900023947280,135,600,3000,1665,2800
1654227900023963888,137,800,1500,2365,2800
1654227900023994516,150,11050,500,17190,1800
1654227900023998216,45,29455,50,44395,1700
1654227900024002136,0,1676150,50,1676600,600
1654227900024028732,75,55,200,125,1000
1654227900024046572,45,30455,50,44395,1700
1654227900024056096,149,7525,500,14900,2800
1654227900024056720,54,6205,1700,10530,3000
1654227900024069464,101,5,2500,150,1500
1654227900024079280,120,55,200,0,0
1654227900024085756,69,140,2500,720,600
1654227900024096856,119,55,200,0,0
1654227900024104728,72,55,200,650,600
1654227900024108568,118,55,200,0,0
1654227900024121948,70,150,50,0,0
1654227900024140620,48,18305,1700,30995,1700
1654227900024145884,47,21305,1700,30000,50
1654227900024150908,46,24105,1700,38995,1700
1654227900024161992,101,5,5000,150,1500
1654227900024169248,101,10,2500,150,1500
1654227900024175008,101,10,5000,150,1500
1654227900024187316,101,15,2500,150,1500
1654227900024212408,101,15,5000,150,1500
1654227900024224268,101,20,2500,150,1500
1654227900024246412,101,20,5000,150,1500
1654227900024253944,5,150005,1700,279995,1700
1654227900024263456,117,55,200,0,0
1654227900024268744,116,55,200,0,0
1654227900024275464,101,25,2500,150,1500
1654227900024278220,138,1300,1500,2865,2800
1654227900024294340,101,25,5000,150,1500
1654227900024299320,101,30,2500,150,1500
1654227900024316168,101,30,5000,150,1500
1654227900024338812,50,13525,1700,22700,1000
1654227900024345636,51,12030,1700,19800,1800
1654227900024390776,101,35,2500,150,1500
1654227900024401780,49,18330,400,19000,50
1654227900024407640,101,35,5000,150,1500
1654227900024432204,100,0,0,800,2500
1654227900024436456,101,40,2500,150,1500
1654227900024442016,99,0,0,800,2500
1654227900024448908,101,40,5000,150,1500
1654227900024456440,98,0,0,800,2500
1654227900024461312,97,0,0,900,2500
1654227900024470228,0,1675500,900,1676600,600
1654227900024472760,94,0,0,1000,2500
1654227900024479104,93,0,0,1000,2500
